год;месяц;t;вар 1;вар 2;вар 3;вар 4;вар 5;вар 6;вар 7;вар 8;вар 9;вар 10;вар 11;вар 12;вар 13;вар 14;вар 15;вар 16;вар 17;вар 18;вар 19;вар 20;вар 21;вар 22;вар 23;вар 24;вар 25;вар 26;вар 27;вар 28;вар 29;вар 30;вар 31;вар 32;вар 33;вар 34;вар 35;вар 36;вар 37;вар 38;вар 39;вар 40;вар 41;вар 42;вар 43;вар 44;вар 45;вар 46;вар 47;вар 48
2010;11;47;156.3337102;145.1982914;120.305782;12.69935436;27.26123101;20.36460481;22.70281063;42.37862872;43.90123913;119.9377789;152.3442371;161.5396886;147.4620982;157.7878462;115.9555931;25.51620231;24.52384737;24.66261416;20.88871959;38.73608052;40.2800746;298.2775522;162.8184235;159.1387532;146.5249996;139.7178767;116.5522343;16.07199689;23.52410817;13.84718495;25.51980347;48.73493581;41.35418607;125.2734723;174.6591127;147.1250564;142.3115795;148.2453393;117.844616;19.43249427;22.17901708;22.05641135;22.59233437;48.2480796;48.70028666;132.0191248;140.2508989;173.0915678
2010;12;48;165.3012223;151.2739188;138.4791341;24.3636809;22.84593036;24.90058036;33.61013388;46.45083461;54.77191504;164.7187015;227.956659;218.4613008;154.1770592;149.8423168;130.375964;31.14429983;23.19243874;31.48107472;31.61009161;46.71613958;37.11100257;321.6375913;221.2638256;206.7599372;159.4926715;158.2977049;133.6559594;32.54925478;16.77710888;27.00423244;31.69553694;48.32782251;44.58727566;162.3658829;231.1104699;220.0820323;158.1860984;151.6630675;127.1742163;20.69604961;22.90981762;34.10043633;30.96291317;45.0632222;50.39492015;138.8989647;230.1485126;233.1883049
2011;1;49;171.790004;162.7221605;135.0172667;32.67885027;34.72476965;36.8075157;41.01543225;52.62524763;42.61137125;171.6625489;312.4377974;332.0635338;169.0272182;170.9819807;138.2503842;22.33144181;34.4853446;35.19600081;31.04672639;59.02766025;52.92623588;348.5594142;285.3442349;312.1575873;170.2271584;171.1617132;140.4029383;25.99506409;45.76544127;33.48993046;39.00444699;46.18669177;52.8440297;164.6537212;293.4928225;332.9604367;163.3131899;171.4437812;140.8943244;38.36219123;48.12399161;38.20354546;33.80281795;59.26876259;51.19532548;141.3374806;284.034902;298.1607155
2011;2;50;165.893821;170.6473681;138.044085;26.00104199;33.30141973;44.94730618;31.6148989;58.8655853;53.74282473;163.0245103;260.557495;302.1186201;178.1128798;170.0826122;133.3605281;26.78086096;33.11490883;34.86725444;42.20349618;56.38967482;54.33169149;323.27738;229.8551237;280.7084368;167.8068365;171.0342674;138.5456303;35.27666608;38.55865578;36.45489554;37.8984354;57.07826075;53.88123028;152.0424326;270.0697788;258.4000176;176.5479505;160.2947216;141.8825771;31.0843818;34.63126293;36.31911365;34.84868188;56.44608726;60.91431497;168.9161512;253.2021405;284.7940709
2011;3;51;173.3649114;170.0644057;136.7577622;23.147038;39.14561395;35.07204012;32.97428146;43.78687388;56.54499533;157.0762877;216.7572451;255.2618275;168.1287699;181.1860194;144.7242919;33.49067393;29.04864808;34.22189057;36.38440756;43.23073518;52.10646272;324.4560806;238.0321872;245.2667741;175.8626172;173.1573226;144.2284981;28.29999265;46.87795138;29.54316482;39.42010998;49.9764385;59.40426797;155.9002829;224.6361336;230.1833725;176.0017348;189.3748534;141.1726763;31.29114291;32.42296104;28.28528271;38.91827733;50.56894184;58.6322522;168.6305654;235.6714038;220.6919833
2011;4;52;181.1675324;164.785636;147.8284503;32.72091637;30.12700173;30.9584916;19.28701064;51.46665882;55.76840348;142.7743322;259.5317368;186.6925669;179.5215658;162.0350313;144.8263325;27.71495711;23.89765025;35.02759324;36.81374163;54.79154505;56.93901264;293.5886193;242.1763784;178.2408708;174.0996958;164.5988171;138.1437229;33.94837229;19.32626813;25.1974687;34.543924;47.22798857;50.09148028;134.7415809;271.0876006;194.6957889;171.3075634;163.2886742;134.0898861;28.05517038;21.74497313;25.61558237;36.64265407;52.4954765;48.34029165;125.613156;255.4658712;200.6241001
2011;5;53;182.6091838;166.1409545;134.2943928;24.57406807;34.864436;37.10828225;27.08068204;50.40242882;58.62706762;129.9776154;270.853932;192.7786549;182.3543535;164.2975724;140.1601911;21.51364351;32.23309034;33.69772492;31.22575759;54.24430306;51.15361655;277.7523934;277.8178745;197.6352627;175.9579112;173.3987071;139.7206533;20.71990636;33.47056531;23.36883668;35.5285835;48.32617245;51.35770504;125.9561378;237.6366296;191.3865843;174.0121731;168.2178713;138.5646814;30.88936342;30.18506946;36.29081302;26.58094482;49.45553432;43.6291613;131.3773554;293.8679152;171.9013905
2011;6;54;164.2735146;164.9425932;127.9335853;19.30086766;24.31474802;35.13990584;29.83579675;47.883281;45.91559113;135.1514442;206.3764385;253.0069917;175.0974592;169.0622768;139.2062743;37.29867504;37.49114898;34.28642244;25.29383402;54.39123378;47.58227315;250.5018669;204.9748008;229.0802379;171.7920097;165.0625561;136.9517174;21.91088496;35.72861819;23.74073418;32.42530213;49.35506257;50.01517909;141.916309;199.4964506;212.6199568;169.7520927;167.9539086;122.4333633;26.28977914;32.47386853;34.3807796;34.29474488;47.93705658;44.21595799;132.6282547;198.531546;210.1363716
2011;7;55;163.9211218;172.4273032;130.0656673;25.37838996;25.99840154;30.66066701;30.78517518;43.3811144;59.69192954;104.8053085;150.2532646;225.7348198;162.2138586;161.7003993;123.4035428;28.60346816;34.21356017;16.1234662;29.47504422;45.84656099;45.4660868;273.2364754;181.3319871;200.3475021;165.0911813;168.5831909;133.6166649;21.81992738;34.79131127;18.11459991;35.17632945;55.88849002;52.18803076;104.8345781;139.1456896;223.0248514;161.0168384;154.6142038;133.6805037;24.29779339;20.71208242;19.58815078;34.0984378;39.25569812;57.775828;129.9180239;159.0409421;228.8709995
2011;8;56;153.5987099;166.254047;139.281018;19.95148989;30.67449898;21.22723046;38.38297051;42.21485992;47.52576666;141.4859635;200.7101747;215.6681768;169.916004;162.3241033;131.7867631;27.94365155;23.36746013;31.21698346;33.53485674;44.23368297;39.20039671;233.8286785;203.5891796;235.8137673;163.3476074;165.5073389;119.895922;28.84975112;22.8752039;34.4597633;32.36729606;40.2251197;37.95844496;136.918045;200.2624098;213.8431029;159.4205844;158.1917693;125.2931073;23.93941183;27.53730313;18.15322128;32.5578424;50.45882622;45.96189582;113.9504536;206.681008;216.9118573
2011;9;57;163.7060572;152.2981452;115.5436419;23.02896611;24.59819193;18.08295842;20.78406181;52.34022548;40.0062384;113.4758031;255.1327215;181.7352397;156.9384231;153.1140304;128.9706024;16.67989671;18.30158154;23.19916849;20.53124875;38.88752227;47.23098451;264.5695317;252.5071382;163.623276;165.0951286;156.2556152;130.2238521;20.62684888;34.96190367;39.43886096;26.63226495;40.27708031;44.50931949;116.5948467;239.8482201;192.4466231;157.6563216;167.2209184;121.6751407;23.34673153;23.94119453;35.66850364;30.54022219;41.65090823;45.6111318;114.4302113;253.2626904;206.9051261
2011;10;58;162.7949188;164.6861497;126.9197223;35.4126333;26.20824592;27.23431533;25.74418946;51.7966854;47.41715391;133.6718993;213.153564;191.4780856;166.3392785;146.5501321;125.0003273;22.85005027;14.30607959;29.43158488;29.35938576;52.57892643;51.7983833;248.5387034;245.1885907;179.3893853;163.1497021;153.4156877;130.4850215;22.08153588;19.01157355;21.50440512;28.45261536;47.0891224;45.97151933;122.8622214;251.2914799;210.5719887;166.1789391;164.2266892;122.8970798;31.08414033;30.41825509;25.12077314;20.77609228;45.06404403;44.74461155;123.0255589;238.0760254;194.4318569
2011;11;59;174.4271134;152.7753282;133.8646079;34.4414116;30.26243654;20.38763276;23.27655722;48.89713597;47.63683062;152.11422;232.4873894;231.3037419;161.7540628;164.7643401;126.617393;25.51994996;32.47292948;26.9516022;28.26609908;42.61910692;48.36970331;256.8477731;220.2118578;226.5493145;161.4051561;159.4150311;134.5300078;23.74093507;36.32638775;28.73042291;27.98905216;45.08307279;44.01578537;159.2297603;239.6975971;227.1280765;165.588037;164.6531623;131.0359701;28.52940635;22.03896967;31.72348634;23.48941102;38.90528666;54.46801742;154.6133158;216.7607559;249.540503
2011;12;60;169.7551359;164.8040746;137.6394387;35.08839533;37.57260057;36.56628429;33.94409655;46.44053373;49.06938511;160.4991048;320.8417189;320.114719;162.1372349;166.3219731;128.947348;30.85758638;37.67683423;29.41078125;31.60064037;44.40380679;54.05890184;295.7871866;294.9229846;301.879947;166.7561315;164.640707;138.5616987;38.30875673;27.44928769;36.50376332;33.10102892;46.00619252;48.24070923;170.0191314;327.2392295;343.3134744;170.4851124;170.5492738;143.4272177;26.15211338;34.47876631;38.8985673;33.77263396;52.11833877;53.60476272;189.8368645;330.0106343;327.592196
2012;1;61;175.2590914;179.707067;137.2585704;28.7672703;39.05664619;30.68544246;41.48553261;57.09802577;53.3068791;211.8555437;375.8750982;372.4892797;176.5475584;184.9689636;142.8447284;39.22273315;32.77398175;38.79839268;40.78588332;57.12533958;52.07137411;269.3500188;392.1170042;367.6028303;182.787029;167.9829286;143.9410367;35.69280979;41.01391269;37.53985368;39.76588751;55.57251573;58.43966256;195.0725859;392.3368728;375.1334216;179.139169;171.5250509;144.0229123;28.70742237;39.36922089;33.08460933;35.9223235;53.09693598;54.36048127;191.6802618;359.2142094;386.3968465
2012;2;62;187.1161292;179.7048548;148.8755707;39.90735516;37.59121508;34.38453186;40.3440509;48.69020354;56.68797462;204.2849946;350.1406563;369.1233347;182.6661691;181.1859839;142.7579538;30.93745656;46.70363759;40.41477294;38.44531172;49.74625033;58.96461056;285.5356837;370.5339459;383.6994803;185.3543497;187.1599528;157.4511343;31.45721311;39.99920153;41.45207299;36.01496986;55.34483496;49.27132272;207.2034722;375.0807949;388.8086098;177.2292861;179.4097076;145.4492651;25.63934524;43.10677376;38.54321499;39.94375129;60.56598888;56.49659743;199.9613724;364.9852336;400.140318
2012;3;63;189.5586926;180.3125932;143.2323727;27.49588489;44.0589395;36.09402971;33.31825893;48.19324013;59.8744981;196.4693978;328.3713781;370.8301371;184.4448403;177.8080711;153.3616338;26.87432249;31.96964196;39.72386626;36.02783811;53.65324543;67.05114086;274.8701684;342.2308704;324.1748769;186.0057476;188.6009379;140.4864155;43.87874339;41.83853629;32.28329273;42.52856705;57.89242412;54.43816511;202.5525554;312.8445263;342.4398197;187.7205735;170.9225398;154.4156035;41.36807949;33.91085629;34.67510054;38.11134626;49.08340776;60.0707527;191.8590991;333.817152;352.6685231
2012;4;64;185.9027142;186.4626771;151.035567;30.42402195;30.05475012;33.3086515;32.60542777;60.82349974;64.45281691;182.8891852;336.7144144;304.2481008;190.4564476;173.7035149;144.8934154;42.85545652;26.1295346;35.14528149;38.87334877;57.90726971;51.45953336;248.7240774;352.0230863;282.0390094;181.668892;189.9739751;145.38299;34.04159921;33.97080622;42.572532;36.17559167;60.90461723;56.10138163;175.9104517;367.8944696;300.9387341;183.4342503;186.9191382;155.2306913;40.93042536;36.63426587;37.17412382;34.59289968;56.24630098;54.8997981;173.8329766;361.4947863;311.2763307
2012;5;65;189.8370378;182.3844511;138.041139;31.19789282;27.42572368;36.41333911;34.23958185;63.51258104;59.16340338;154.2750307;372.6376218;285.1251689;183.3182685;176.9638144;138.5646641;33.99991452;39.07182181;42.00242469;32.68107645;57.12866273;53.4498641;238.8424377;355.4943816;301.143242;181.5962762;170.33579;154.9631401;36.72005241;43.42567124;33.77148924;30.87267999;53.44151124;55.41540092;133.1818729;393.0820849;309.2637199;190.2626048;161.8966548;149.5305169;28.76532552;33.32192917;23.82448925;35.70143846;60.34464972;63.07562542;154.5772421;346.6531141;293.9736787
2012;6;66;160.8414603;179.813094;145.1009913;31.56785665;30.78223684;33.87900033;32.80720032;52.7855709;51.35847581;140.4382787;313.5030764;324.4315036;176.5355238;165.162929;140.2952255;19.49441022;44.06138911;31.67279712;33.76669307;49.65285494;44.67102198;223.4125799;325.1347902;325.9076175;177.0914996;171.5206048;138.7062587;23.56035105;31.8395852;35.8852973;31.86132202;58.22728556;55.15423008;153.1339505;299.7001705;335.8380781;178.706937;176.2900431;134.7912922;27.35750118;25.67362348;42.40851229;29.22933301;53.24625966;52.07711506;142.6948429;321.2261487;308.4431338
2012;7;67;170.6243705;174.7750319;144.8041468;29.17612312;22.36171872;28.47159959;33.84447753;43.09843617;41.66046165;131.944039;292.1083245;359.1025368;167.1117716;177.309644;143.6415337;21.71966143;29.22698699;34.25391011;27.53757527;45.19170138;51.39207126;227.8824317;295.8490311;339.0468381;173.5919527;165.4524578;136.2911781;32.13118716;40.61533406;23.4431595;37.84988794;47.24707912;51.53434644;144.7121541;261.7584093;367.6231626;174.2092217;169.7791346;142.2964661;33.78878987;36.06093607;27.77292055;33.42647408;44.38717066;48.98328122;157.5605359;282.6953768;350.4450835
2012;8;68;169.6970285;165.6774213;130.1457532;18.7065139;32.83012192;25.42167059;30.21228664;49.51208451;47.47726877;145.8453889;308.773277;338.6103558;165.5884789;155.9906927;138.520452;32.23580554;26.17246316;31.90212934;33.41825624;50.22580903;48.43491614;214.8928934;311.185279;325.5561265;168.0963462;179.4008278;142.0939888;25.51712569;36.04605095;26.65175987;28.140929;49.31557644;45.23262656;123.3574796;324.7065754;339.6796396;169.8577706;168.6919308;136.2443935;24.96218265;31.82894715;19.81024058;27.6305011;37.35629016;43.72812557;149.964941;319.478137;342.0116518
2012;9;69;168.5710644;165.238546;134.8739601;19.68576874;34.30707248;37.88659233;25.37146695;41.86098374;34.73245667;152.5575973;360.9180113;313.7577054;159.9904292;163.7008437;136.620734;27.47547836;37.29854837;29.42289793;24.31037171;47.25038389;50.64632983;201.373186;381.0439346;295.8351669;168.7084348;164.0281996;131.7305478;30.02393245;32.06235168;30.34134286;28.74908308;50.53100415;40.97318361;160.6634031;370.2958743;284.5372844;172.9133469;157.8852644;132.3554595;28.23456121;26.38398226;36.6465522;20.54692249;47.95897474;44.93765701;169.5826393;395.243221;302.8046887
2012;10;70;180.6879387;158.2794584;130.5181115;28.02873353;36.97594866;39.41002858;21.46718524;42.73022667;42.83328528;169.6858141;338.6953892;325.609998;163.7138663;169.8157918;133.4402408;31.34179602;28.17200074;35.74181935;24.51796027;41.55374717;46.27362046;217.1474185;367.0520896;306.0037543;168.1303642;161.6800819;123.3403744;25.97129282;29.85404112;40.63961174;23.10434811;51.22455165;50.54461717;164.9468493;351.5940592;292.4599369;166.8834998;172.7032792;125.8782616;21.90169974;33.22160784;33.87670616;27.37974628;55.23164088;46.61573807;173.1109007;384.3873637;315.7675565
2012;11;71;162.9770925;164.3318699;143.4755826;29.13460667;31.02312594;29.3700075;19.38643217;44.94968709;51.49784336;186.298014;367.3399577;357.7297496;166.4993259;156.2158039;137.8614678;32.71346685;36.0073189;26.83834229;18.87677686;50.04483991;44.68729891;221.8110968;351.8543035;360.8234473;165.8322541;159.9881225;130.8554576;28.39944129;41.44138106;24.31990635;28.71802215;41.8268011;52.43708784;202.3530213;339.6064026;373.0643239;168.6025967;168.3791049;138.945495;26.89773259;27.96373485;29.60767258;28.0411267;37.77221135;55.58243092;179.563079;359.5669225;352.9661287
2012;12;72;188.5387856;162.6162942;147.5311257;30.86505786;36.20093634;38.63753167;32.75846494;43.84249576;53.25549318;194.9477582;463.1063811;436.5634789;165.6447892;178.5417071;146.834964;28.80951229;30.64257808;36.50197382;30.33825676;51.58032038;53.60412833;247.4676144;444.4595561;442.4999855;176.1084129;167.3542367;142.8830341;32.00168545;36.84383779;31.30714746;32.0748191;46.37481613;43.69575161;205.759381;449.798845;481.0647267;176.2548747;165.2738065;141.5536545;34.28839625;34.65140084;44.40612897;30.3609706;47.24648438;63.49419938;229.5242638;449.4774787;463.1847827
2013;1;73;184.9493287;177.2191198;152.4825098;35.74417036;44.69158406;48.0048783;34.55430173;58.50678442;55.95885251;251.3527385;516.0283813;514.5376911;184.256892;175.6031306;130.868123;29.74157536;44.84819981;41.88017631;40.96423067;54.72969207;53.44435569;238.1504325;532.9629665;523.5976917;181.7462059;176.9418703;150.8586826;44.97700797;37.82334796;54.18656073;38.13763772;54.66024959;53.39718952;245.81833;507.599273;537.7148615;186.2943819;186.5366029;140.2481282;42.74487935;45.10576375;44.61092437;45.26521435;54.74071554;54.04478915;228.9843351;532.5870894;508.4417933
2013;2;74;189.3395254;180.7768177;145.8699605;31.43018987;50.08493159;41.66302561;41.96753743;52.12341028;61.61221479;221.7106484;495.8617048;490.7027849;183.978157;187.5818887;144.1686228;39.77040161;54.41382644;41.11506746;31.93167781;54.33382179;60.03739481;267.0598051;522.4298266;527.6008502;185.6367913;175.2136867;157.9821016;43.5632862;35.11068217;46.6464879;41.99533823;60.43849005;53.82623976;263.4115296;503.9059231;532.4527126;185.8148016;183.563475;141.3745559;42.06585726;46.04334339;47.20577693;44.4681824;52.0074637;57.36064383;240.8425585;511.1589698;526.7400824
2013;3;75;188.9908593;179.9095156;150.5997923;46.94980703;36.52267404;41.74980679;39.53426161;60.10774085;60.00729314;241.3660213;478.0029339;466.3980977;186.8569239;194.626814;157.2680736;44.99265482;46.09325875;39.18320034;44.84646631;55.2034381;55.65289761;238.7244415;471.4376286;465.8182891;187.9936451;184.3865611;151.9150373;33.42421466;30.94322061;41.94867361;37.23354699;53.53420277;57.58193481;232.2113762;461.3592958;471.8033307;190.2388432;200.3145445;151.7018317;44.08848702;36.3631532;50.60571853;38.75270983;51.51349647;58.72318507;231.9945866;446.9542283;464.9672103
2013;4;76;189.4955044;179.0010773;152.9762424;44.75731299;30.43286867;35.63521438;43.12936716;59.22794508;61.39915328;228.8556961;544.233773;415.1963359;196.5488444;184.4954989;156.1784858;36.0739453;34.87610628;43.88139553;28.47410278;56.89886181;69.79705606;214.3567636;521.2438063;409.6242309;187.9083515;183.701955;149.4033131;36.35585689;38.91619679;32.68439542;40.94340309;60.98771856;66.72739155;231.4880265;515.9035777;432.009089;191.8169887;188.9512304;150.6101955;46.94698857;38.19238524;33.89674766;36.79698479;56.29535098;59.18417214;225.8043282;510.2970157;436.3434399
2013;5;77;185.7995034;171.8090554;148.1761491;38.01722102;35.92516908;45.30933747;38.2669761;61.49588712;60.28431633;204.2400372;541.5716453;437.5563859;186.2499831;178.3916093;143.2238304;35.72922827;29.49361651;39.94940743;34.50599199;60.0515224;62.03699259;192.6477839;525.4634418;418.6934489;189.3134447;181.1376229;143.4953307;36.75680116;33.56204818;41.86843442;39.96856249;59.69146291;56.39314995;210.6770534;542.7996372;447.1470847;188.9448909;187.5104344;150.8641588;32.77672193;32.80798038;38.78623259;31.78630445;62.76867163;55.61461174;214.2484221;529.9718879;428.2069904
2013;6;78;186.4540868;186.2742105;138.8010357;30.94633674;32.7794626;34.51711136;31.67920553;49.13009539;52.24572301;188.7838452;450.6253385;455.5634782;176.4802242;185.022921;144.8623073;38.97519921;32.53414801;37.72752719;35.76547935;44.64274795;56.08166853;186.6445839;460.0176107;473.7732947;183.3288794;175.060105;145.3447615;30.76576941;36.71765098;37.48826871;32.36479215;53.97965444;54.39197944;197.3280242;470.1582172;499.071212;180.0701673;176.6379469;146.7083781;38.12491453;29.25279876;35.20314708;35.33203367;54.73206142;59.35202283;201.9210013;474.1720806;464.0259595
2013;7;79;179.0678348;177.0096184;135.1408302;27.637052;37.75223135;22.04987802;37.66081779;50.90460898;50.51730138;206.5675779;422.4132757;472.2337854;175.8758523;178.3103357;139.1254833;33.07876587;40.51111553;27.23486944;32.29211256;51.75117854;43.64599046;166.0237087;420.1267524;498.0000197;170.4727376;170.6821259;132.8346059;27.37953571;38.29064351;40.0020216;34.04651706;51.04323041;47.83366788;186.3259555;429.2417165;501.9130884;170.4805783;175.587913;144.8065435;33.0278536;48.94213591;31.5416052;36.63844975;50.88214546;43.34877431;218.7159685;442.94496;486.123156
2013;8;80;168.1839514;171.5637211;142.5191662;39.08982249;33.26839955;32.47560065;27.8880292;37.89852521;51.29480648;206.2792549;473.4191288;500.3486748;167.0012773;168.2204132;137.4950658;31.52786875;31.70405258;33.00607844;33.03680968;36.33285861;43.8143442;168.4080014;477.9896105;497.446921;168.2147165;162.572151;134.2591727;20.40279671;37.22703452;38.26196429;35.87751722;48.95397986;52.5304392;211.5471483;480.2109335;460.3361226;171.1393241;163.6024384;130.5612829;37.85922816;29.50852467;29.93888255;25.56795842;46.56691993;45.29623416;205.8290203;484.5703952;444.8089393
2013;9;81;179.2304224;167.9803762;132.4705721;25.13087823;37.25106335;38.98139509;29.63846481;42.21162371;49.686255;224.9679043;549.381699;452.2597183;174.2471364;166.7869352;136.6283679;34.32052031;31.94148116;37.77458871;32.61919231;49.84244317;37.97563816;168.8888219;566.9373749;469.3332518;166.3674624;168.9821719;136.2481373;25.4766476;31.53108571;35.60818412;29.94543995;50.99594858;50.08886049;211.9108423;527.4635805;481.4586482;174.31893;167.8049285;142.7263568;29.45749936;30.38840729;28.16177435;33.77780973;45.71574547;53.38955435;222.6952097;553.4012132;443.0706617
2013;10;82;165.9255038;162.1829349;133.6720507;29.40439493;40.0269087;33.32675029;26.95564869;48.7453695;46.07898383;231.104878;564.7211234;456.7816723;168.6781968;162.9983951;131.6561196;37.76620744;30.82714274;31.52694211;23.98691816;54.39564628;60.43142583;165.558357;539.7521321;452.7149883;167.091288;169.7801845;139.2867793;35.12743869;28.58455569;43.03904979;25.38443641;50.34518384;50.41439987;217.8194513;539.5718609;474.3734533;169.0448582;175.8410769;137.3485686;32.2832305;37.4074956;32.94332446;22.54763259;56.6671223;45.97063922;225.8606534;512.251944;493.8645411
2013;11;83;176.522138;166.3440902;136.4861005;38.06892086;35.22342799;32.24508781;20.50714034;47.29593646;43.98528899;268.4855959;545.3527013;527.282769;172.968847;163.428798;142.9761604;37.34469747;34.68061701;35.8413401;33.70475961;42.73160057;45.88732127;187.0872066;531.5525954;539.7954159;165.5205477;164.626023;128.6337662;35.61767332;36.22814633;43.08238004;26.9081073;49.43809003;56.39802095;244.5892255;536.4756998;496.1581789;165.5768074;168.4766101;140.8007923;35.62955182;41.42269115;34.2715819;38.05555207;46.03644664;58.70296127;259.1930773;527.5942093;528.2014666
2013;12;84;176.3181967;174.205707;135.5565053;46.97263636;40.59610188;42.85602834;29.30174448;49.05731037;51.70234127;278.804982;626.3282271;602.7245416;173.7321407;178.9859903;137.8545428;47.15515847;50.22020293;44.18718349;28.8827266;50.85528349;40.83921975;185.9526443;671.8642693;613.4026606;179.1641915;176.0973955;140.465245;42.59027561;47.5945726;29.7594406;30.66696693;59.74926072;55.2733046;275.9402235;625.9555393;581.2508451;175.2656178;173.3707387;143.3145903;39.80709928;41.85495501;33.08716842;40.52998116;57.35105097;47.50256774;278.8693997;617.2915469;607.042421
2014;1;85;192.8395462;182.2290393;144.5850397;41.88222765;42.51285969;44.58430648;40.82593931;58.10825444;50.38873517;325.4411503;703.6607565;667.4065559;187.5931449;178.9569905;150.8826706;38.29447281;49.77258631;50.28545322;38.00629545;53.03692982;57.57797037;221.1316711;681.3871948;667.2906351;189.4251925;180.8941801;146.889473;36.3141917;50.89237912;52.43431466;41.39621396;56.21758261;53.11808834;285.1041335;701.2134739;656.320765;194.7588533;181.2313928;148.7220031;42.01058451;49.50787842;51.02491927;34.07288935;56.54822257;50.17032794;288.3350951;719.6627901;674.003451
2014;2;86;185.1894098;185.6911441;153.8316071;47.13680071;47.32704289;51.79762807;46.65970548;63.78288549;59.23716354;309.5996293;675.8020085;686.6638031;185.5065304;187.0729125;159.8288769;43.2439043;54.4533763;44.65267469;35.4766888;60.45046495;61.05149982;204.8252102;666.2869416;693.1737366;191.3739513;179.8397084;148.6178169;38.81469736;51.17258133;53.44584604;38.87673718;60.74993943;60.4195511;305.0916168;698.1082813;686.5169599;184.3254942;186.6713771;151.4092752;46.68856629;51.48317522;44.92675975;41.55975738;64.82770409;59.3641667;296.0405506;693.5579749;687.9492785
2014;3;87;183.3096415;191.4636963;149.4343876;29.66790551;55.43584553;40.06255313;41.30848806;59.65260443;65.3586746;298.9712976;674.137864;636.2221524;180.9709167;189.5644987;158.3431551;48.93258773;48.83981444;44.49077548;42.41691999;60.35631135;65.72030849;178.0730276;672.7838183;650.6537704;193.1019941;180.1121965;154.600858;38.57403429;52.28058607;48.85417217;44.71985416;54.464522;61.70491655;295.338714;651.0897536;665.3406157;185.0625121;189.9002858;157.4972514;44.15337446;54.78494452;47.04763309;41.48318085;60.97500232;51.89583402;312.9692104;631.3226513;623.8951304
2014;4;88;182.8276251;185.79712;155.0126104;31.15061944;40.67547287;38.13613661;39.18661623;59.4636289;52.52366723;302.8332037;674.2913595;618.6366358;190.6519998;189.6359208;157.992921;40.73646019;36.28363524;39.10235077;43.02586881;54.98813964;61.69074282;179.2062551;716.7099911;609.6307168;186.3310937;178.5766387;153.9740849;36.96992866;38.50077186;46.0646846;36.47912245;55.06674099;66.30885812;287.5856271;724.662254;630.0796994;184.7803095;178.1702088;146.0637739;41.49806232;39.13480876;50.34857581;39.38185456;58.28613849;52.71348864;293.3110942;704.2087241;608.9236866
2014;5;89;181.0539678;172.324035;149.7985519;38.94116776;32.19095044;44.91352294;42.00677686;55.95878774;58.28696341;272.7791829;701.6816082;602.4849186;191.0544396;174.3476591;150.4072824;39.1303338;35.18122785;43.8757177;34.04854564;61.96315025;57.65403481;169.3178712;723.8257477;595.9210451;185.1182296;182.7816698;148.8669814;37.88566564;36.89834558;47.56171492;32.51575804;64.25781408;59.74123343;260.987397;725.9026539;596.3309306;189.402351;180.3935111;149.9623748;40.24415819;37.98018247;38.07116561;41.51893723;58.25956577;54.65250897;258.9123014;709.606247;629.3267312
2014;6;90;179.1086736;190.037528;133.2503929;26.53761687;30.25713413;51.53939738;35.1313096;49.76218669;57.01476247;300.8768577;680.2480394;657.8597466;179.2344827;178.9585472;153.5929106;39.04967724;34.35591464;46.59239353;34.54326188;54.39957517;55.84391164;166.7170598;650.3570587;659.4680288;176.3605704;174.493027;142.2367653;47.98556125;46.24323656;46.31718571;39.4835381;46.43105617;53.51111033;267.7269059;659.3773045;673.5420105;184.1009351;175.7570283;139.2563778;40.82979421;34.71274018;41.66555853;31.59917213;63.06738717;48.32365722;267.8854415;675.4243508;640.2733296
2014;7;91;173.8617389;172.726133;135.0582017;40.84272792;46.29234471;32.97865861;36.40423127;42.76532209;55.5691161;270.3494135;633.5402583;686.0101496;174.3562323;177.937764;140.7087059;38.23164005;39.9278512;29.22605701;35.32447506;54.68888119;57.17196833;149.1221002;601.8281357;676.4611413;174.20992;166.160756;129.2429519;38.52064275;24.8664733;39.99022319;30.32941862;50.4777816;51.93428396;272.3270753;617.1370897;683.8487113;171.2845058;173.5666597;140.138874;39.40903143;40.4254338;35.33591445;29.00541168;51.34792146;57.41403664;266.9449925;621.9030203;680.4163564
2014;8;92;172.2233259;163.6243885;137.4050931;41.57911263;41.01115826;44.04566019;37.11982632;47.47981121;42.32037093;282.1894151;664.2217133;700.3169591;174.6190837;161.9041283;132.9026664;31.52137678;38.97746899;32.09720103;34.01705366;48.14396665;42.6896211;136.0321341;685.7525621;668.8504763;171.3111626;167.0209879;150.1742407;32.9710459;37.87040964;35.13775064;33.2531464;39.51564251;43.92012883;276.7281618;675.9287456;664.9536971;170.3784771;175.376808;132.6374736;40.02831546;44.66048768;40.89406756;23.27781431;52.3272437;48.89026114;286.9879236;703.3237461;690.800763
2014;9;93;172.508631;158.6461531;128.0010262;34.07991284;39.61018074;49.03159532;27.96999722;53.68585157;49.12662849;313.5333004;757.7898717;642.8560555;167.8995608;163.5699454;136.3894912;34.52258407;36.21362609;39.59213374;33.89356861;50.07254382;40.1605341;135.3870219;778.0704734;659.3948625;172.1644571;161.617002;134.2571792;34.59423837;46.18997737;44.35461385;27.52640894;52.3822599;54.56565843;275.3636124;725.1778136;686.344533;166.4889196;168.0909827;136.066347;32.6499601;38.10117849;44.52821118;31.24302682;49.52614202;53.3397444;289.4238443;746.8200743;663.2634129
